model,epoch,train_loss,train_hidden,train_observed,train_kl,train_arb,train_arb_calendar,train_arb_butterfly,val_loss,val_hidden,val_observed,val_kl,val_arb,val_arb_calendar,val_arb_butterfly
ConvVAE+NA,30,0.04962173185887791,0.027511310228516186,0.025330880733709486,19.55376156398228,9.428708356803587e-07,4.2434066102469455e-12,9.428665910108397e-07,0.041238581471973,0.019577669724822045,0.01818410071233908,19.838361740112305,1.6561410593416342e-07,4.331023993805122e-19,1.6561410593396362e-07
ConvVAE+NA,31,0.047344118474967896,0.02534552946805008,0.022830175336391208,19.696969713483536,7.440461653068158e-07,1.7170402331859242e-12,7.440444495378427e-07,0.039779753155178496,0.018107314463014956,0.016825650811747268,19.987900161743163,7.895541111380371e-08,3.8194245633209585e-13,7.895502710479059e-08
ConvVAE+NA,32,0.045960822382143565,0.023922584235431657,0.021811380763612095,19.849405131264337,3.077672653984019e-07,2.320078861195225e-11,3.07744067035242e-07,0.03842378937535816,0.016717191826966075,0.01573895421568994,20.130976910061307,6.893991924164842e-08,9.269608537380682e-13,6.893898953576824e-08
ConvVAE+NA,33,0.04501994772562905,0.02316460661471836,0.02197744275132815,19.642654425000387,5.975828564092331e-07,5.512373840214878e-12,5.975773532444662e-07,0.041453480472167334,0.019968021274716766,0.018960546633159672,19.58843054594817,3.895553433364602e-08,1.6301821230747507e-19,3.895553433355646e-08
ConvVAE+NA,34,0.04409953831207185,0.022499052724904486,0.02075246962763014,19.507151073879665,7.234795351082756e-07,4.3955386686771054e-12,7.234751421045018e-07,0.03534991528700899,0.014347905458675491,0.013614864481820001,19.63931588066949,4.840623862443024e-08,1.2045539803778617e-13,4.840611735842805e-08
ConvVAE+NA,35,0.04434195350086878,0.022603112855364406,0.02109606128836435,19.612740792168513,6.596351236603982e-07,2.740216602830124e-12,6.596324065449767e-07,0.03763568495158796,0.016324525561045716,0.015545701290722247,19.75615970470287,1.7085349836775493e-08,1.1410671597415305e-12,1.7084209542454282e-08
ConvVAE+NA,36,0.043245677768238004,0.02155607676222211,0.020172385977847235,19.667021233694893,2.1361747229098866e-07,5.324461393932314e-12,2.1361214920933067e-07,0.033970315174924,0.013235385764252256,0.012257627335687478,19.50903635378237,5.086278384739986e-09,1.959667941894502e-13,5.086082590582908e-09
ConvVAE+NA,37,0.0433779043692445,0.022128602401131674,0.019778647924226428,19.247353774782212,9.632961693745052e-07,6.337006376325532e-13,9.632955452404762e-07,0.035785455256700516,0.015027971496736561,0.014019101630482408,19.35533448678476,9.612789724902276e-09,9.566339038560936e-15,9.612780461443548e-09
ConvVAE+NA,38,0.04117062645299094,0.02009511139421236,0.01840116899046633,19.22956551445855,2.3328192713147617e-07,2.0841884658097788e-13,2.3328171708150934e-07,0.03557234340243869,0.01494991401279414,0.014218321621969895,19.20047713385688,4.718225668301342e-09,1.3318208046966887e-13,4.718092612534441e-09
ConvVAE+NA,39,0.042036489621987416,0.021334768074845512,0.01846415755885934,18.846253918844557,3.6202839556240396e-07,9.102536501214531e-14,3.620283010489416e-07,0.036167596970443375,0.015943963963676384,0.014531470821411522,18.770313418353044,6.855999284032484e-09,1.1889072031789834e-14,6.8559874941175676e-09
ConvVAE+NA,40,0.040456215836225995,0.019938763851920765,0.017806721437308524,18.73293811253139,1.5364969313659394e-07,1.2238174741373596e-12,1.5364847065768573e-07,0.03639742177393701,0.01608552495362582,0.014844542548612312,18.827159090395327,1.124977829540906e-08,6.333266569432312e-15,1.124977155832296e-08
ConvVAE+NA,41,0.03975477987338626,0.019462604205759744,0.01729185739088626,18.55075918530661,4.892257513867662e-07,1.3288985080079648e-13,4.892256192934807e-07,0.03506033092185303,0.01525199687867253,0.014347473938983899,18.373586329707393,4.038048068015178e-15,4.025937895276947e-15,1.2110105470448437e-17
ConvVAE+NA,42,0.03994611252158407,0.02014719733288364,0.01836110603005167,17.95432566082667,3.391779351405136e-07,1.330171798907338e-13,3.391778023366927e-07,0.03547337416697432,0.01578518393690939,0.014639193468071797,18.224155920523184,4.502539842376508e-09,3.731003000272348e-15,4.502536052755917e-09
ConvVAE+NA,43,0.038744334982974186,0.018917895002024513,0.017072450209941182,18.113515072777158,2.2720778279024718e-07,3.1917009466395715e-14,2.2720775120462487e-07,0.0351788097233684,0.015459146543785378,0.014375724519292513,18.282089897438333,8.947552061996364e-15,8.934027488557406e-15,1.35248566288354e-17
ConvVAE+NA,44,0.03832139172960841,0.018614101953922758,0.016998392940750198,17.9957708873446,4.671232336070633e-07,8.001322902989937e-15,4.67123224974591e-07,0.03411238795077359,0.014644563405050172,0.013539727846229518,18.11385166026928,1.5704798754533657e-14,1.569224584180329e-14,1.255300618339548e-17
ConvVAE+NA,45,0.03757483155008346,0.01789190772743452,0.01596201318242247,18.076278008355036,4.1778904530731987e-07,5.132913919431997e-13,4.177885335360632e-07,0.030928726025201657,0.011887856303817695,0.01102338494663989,17.93822668570059,1.2135077903956025e-08,2.907669880366225e-15,1.2135075377547044e-08
